rank,name,net_worth (in billion $),age,country / territory,source,industry
2259.00,Zhang Xuezheng,1.2,47,China,Telecom,Technology
2259.00,Tope Awotona,1.2,41,United States,Software,Technology
2259.00,Diego Della Valle,1.2,69,Italy,Shoes,Fashion & Retail
2259.00,Balkrishan Goenka,1.2,56,India,Textiles,Manufacturing
2259.00,Ke Guihua,1.2,57,China,Auto parts,Manufacturing
2259.00,"Cargill MacMillan, III.",1.2,63,United States,Cargill,Food & Beverage
2259.00,Jonathan Oringer,1.2,48,United States,Stock photos,Technology
2259.00,Dhruv Sawhney,1.2,78,India,"Engineering, sugar",Construction & Engineering
2259.00,Luc Tack,1.2,61,Belgium,"Textile, chemicals",Manufacturing
2259.00,Drorit Wertheim,1.2,67,Israel,Coca Cola Israel,Food & Beverage
2259.00,Zan Shengda,1.2,60,China,Diversified,Diversified
2259.00,Michael Arougheti,1.2,50,United States,Finance,Finance & Investments
2259.00,Darwin Deason,1.2,82,United States,Software,Service
2259.00,Dan Gertler,1.2,49,Israel,Mining,Metals & Mining
2259.00,Kim Kardashian,1.2,42,United States,"Shapewear, cosmetics, reality TV",Fashion & Retail
2259.00,Frederic Luddy,1.2,68,United States,Software,Technology
2259.00,Axel Oberwelland & family,1.2,56,Germany,Candy,Food & Beverage
2259.00,Francesco Saputo,1.2,N/A,Canada,Cheese,Food & Beverage
2259.00,Eddy Sugianto,1.2,77,Indonesia,Coal,Metals & Mining
2259.00,J. Wayne Weaver,1.2,87,United States,Shoes,Diversified
2259.00,Matei Zaharia,1.2,37,Romania,Data analytics,Technology
2259.00,Zhu Xingliang,1.2,63,China,Construction,Construction & Engineering
2259.00,Friederike Braun-Luedicke,1.2,39,Germany,Medical technology,Healthcare
2259.00,Fang Hongbo,1.2,56,China,Home appliances,Manufacturing
2259.00,Huang Guanlin,1.2,58,China,"Textiles, apparel",Fashion & Retail
2259.00,Li Li,1.2,59,China,Pharmaceuticals,Healthcare
2259.00,Alan Miller & family,1.2,85,United States,Healthcare services,Healthcare
2259.00,Andrei Rappoport,1.2,59,Russia,Investments,Finance & Investments
2259.00,Mike Speiser,1.2,52,United States,Software,Technology
2259.00,Thongma Vijitpongpun,1.2,65,Thailand,Real estate,Real Estate
2259.00,Xu Shijun & family,1.2,60,China,Manufacturing,Manufacturing
2259.00,Eva Maria Braun-Luedicke,1.2,36,Germany,Medical technology,Healthcare
2259.00,Jose Ermirio de Moraes Neto,1.2,70,Brazil,Diversified,Diversified
2259.00,Lawrence Ho,1.2,46,Hong Kong,Casinos,Gambling & Casinos
2259.00,Li Guoqing,1.2,53,China,Petro Fibre,Manufacturing
2259.00,Jeffrey Michael & family,1.2,66,United States,Data management,Technology
2259.00,Jimmy Rane,1.2,76,United States,Lumber,Manufacturing
2259.00,Abhay Soi,1.2,49,India,Healthcare,Healthcare
2259.00,Sandro Veronesi & family,1.2,63,Italy,Fashion,Fashion & Retail
2259.00,Xu Jin,1.2,58,China,Wine,Food & Beverage
2259.00,Sanjay Agarwal,1.2,52,India,Banking,Finance & Investments
2259.00,Jeffrey Cheah,1.2,78,Malaysia,"Property, healthcare",Real Estate
2259.00,David Feffer,1.2,66,Brazil,Pulp and paper,Manufacturing
2259.00,Sam Hupert,1.2,68,Australia,Technology,Technology
2259.00,Li Ruiqiang,1.2,43,China,Medical services,Healthcare
2259.00,Ulrich Mommert & family,1.2,82,Austria,Lighting,Automotive
2259.00,Hugo Ribeiro & family,1.2,N/A,Brazil,Agribusiness,Food & Beverage
2259.00,Marco Squinzi,1.2,51,Italy,Chemical products,Construction & Engineering
2259.00,Thomas von Koch,1.2,57,Sweden,Asset management,Finance & Investments
2259.00,Wanmao Xu,1.2,78,China,Education,Service
2405.00,Cho Jyh-jer,1.1,N/A,Taiwan,Semiconductors,Technology
2405.00,Rahul Gautam,1.1,70,India,Mattresses,Fashion & Retail
2405.00,Chatchai Kaewbootta,1.1,71,Thailand,Auto loans,Finance & Investments
2405.00,Lee Joong-keun,1.1,82,South Korea,"Construction, real estate",Construction & Engineering
2405.00,Adrian Paval,1.1,54,Romania,Retail,Fashion & Retail
2405.00,Sun Hongjun,1.1,49,China,Semiconductors,Technology
2405.00,Tiger Woods,1.1,47,United States,Golf,Sports
2405.00,Zhang Xuansong,1.1,51,China,Supermarkets,Fashion & Retail
2405.00,Thomas Bruch,1.1,72,Germany,Retail,Fashion & Retail
2405.00,Weili Dai,1.1,61,United States,Semiconductors,Technology
2405.00,David Golub,1.1,60,United States,Private equity,Finance & Investments
2405.00,Nikhil Kamath,1.1,36,India,Financial services,Finance & Investments
2405.00,Nancy Lerner,1.1,62,United States,"Banking, credit cards",Finance & Investments
2405.00,Antonio Percassi,1.1,69,Italy,"Real estate, diversified",Diversified
2405.00,Sun Weijie,1.1,59,China,Oilfield equipment,Manufacturing
2405.00,Horst Wortmann,1.1,81,Germany,Footwear,Fashion & Retail
2405.00,Zhang Xuewu,1.1,48,China,Snacks,Food & Beverage
2405.00,Marina Budiman,1.1,61,Indonesia,Data centers,Technology
2405.00,Carmen Daurella Aguilera,1.1,N/A,Spain,Coca-Cola bottler,Food & Beverage
2405.00,Pavel Golubkov,1.1,47,Russia,"Building, development",Real Estate
2405.00,Jonas Kamprad,1.1,57,Sweden,IKEA,Finance & Investments
2405.00,Norma Lerner,1.1,87,United States,Banking,Finance & Investments
2405.00,Kevin Plank,1.1,50,United States,Under Armour,Fashion & Retail
2405.00,Sehat Sutardja,1.1,61,United States,Semiconductors,Technology
2405.00,Wu Kaiting,1.1,53,Hong Kong,Electronics,Telecom
2405.00,Zhu Yiming,1.1,50,China,Semiconductors,Technology
2405.00,Henadiy Boholyubov,1.1,61,Ukraine,"Banking, investments",Diversified
2405.00,Liying Chen,1.1,47,China,Package delivery,Logistics
2405.00,Robert Fisher,1.1,69,United States,Gap,Fashion & Retail
2405.00,Huang Shan,1.1,52,China,Software,Technology
2405.00,Andrei Kosogov,1.1,62,Russia,Banking,Energy
2405.00,Renu Munjal,1.1,68,India,Two wheelers,Automotive
2405.00,Michael Spencer,1.1,67,United Kingdom,Stock exchange,Finance & Investments
2405.00,Long Wan,1.1,82,China,Food,Food & Beverage
2405.00,Yeh Kuo-I,1.1,81,Taiwan,Manufacturing,Manufacturing
2405.00,Lloyd Blankfein,1.1,68,United States,Banking,Finance & Investments
2405.00,Gang Chen,1.1,55,China,Solar energy,Energy
2405.00,Paul Fireman,1.1,79,United States,Reebok,Fashion & Retail
2405.00,David Hindawi,1.1,78,United States,Software,Technology
2405.00,Koo Bon-sik,1.1,64,South Korea,LG,Technology
2405.00,Pawan Munjal,1.1,68,India,Two wheelers,Automotive
2405.00,Dean Solon,1.1,58,United States,Solar systems,Energy
2405.00,Peter-Alexander Wacker,1.1,71,Germany,Chemicals,Manufacturing
2405.00,Yanqiao Ye,1.1,53,China,Soy sauce,Food & Beverage
2405.00,Sara Blakely,1.1,52,United States,Spanx,Fashion & Retail
2405.00,Chen Baohua,1.1,61,China,Pharmaceutical,Healthcare
2405.00,Gleb Fetisov,1.1,56,Russia,Investments,Telecom
2405.00,Michaela Herz,1.1,N/A,Germany,Coffee,Finance & Investments
2405.00,Carsten Koerl,1.1,58,Germany,Sports data,Sports
2405.00,Soichiro Minami,1.1,46,Japan,Internet and software,Technology
2405.00,Rajesh Sharma,1.1,53,India,Finance,Finance & Investments
2405.00,Arkady Volozh,1.1,59,Russia,Search engine,Technology
2405.00,Ye Qiongjiu,1.1,68,China,Software,Technology
2405.00,Abigail Bennett,1.1,42,United States,Liquor,Food & Beverage
2405.00,Chang Jing,1.1,40,China,Technology,Technology
2405.00,Ruben Feffer,1.1,53,Brazil,Pulp and paper,Manufacturing
2405.00,Christian Herz,1.1,N/A,Germany,Coffee,Finance & Investments
2405.00,Kangbao Ke & family,1.1,60,China,Retailing,Healthcare
2405.00,Lyu Yixiong,1.1,60,China,Cosmetics,Fashion & Retail
2405.00,Paul Sciarra,1.1,42,United States,Pinterest,Technology
2405.00,Tung Ching Sai,1.1,58,China,Manufacturing,Manufacturing
2405.00,Yao Hsiao Tung,1.1,83,Singapore,Manufacturing,Manufacturing
2405.00,Joseph Bae,1.1,51,United States,Private equity,Finance & Investments
2405.00,Marina Caprotti,1.1,45,Italy,Supermarkets,Food & Beverage
2405.00,Daniel Feffer,1.1,63,Brazil,Pulp and paper,Manufacturing
2405.00,He Zuxun,1.1,57,China,Pig breeding,Food & Beverage
2405.00,Ali Metin Kazanci,1.1,88,Turkey,Energy,Energy
2405.00,Lu Rongfu,1.1,52,China,Telecommunication,Telecom
2405.00,Matthew Roszak,1.1,50,United States,Cryptocurrency,Finance & Investments
2405.00,Tsao Ter-fung,1.1,76,Taiwan,Food,Food & Beverage
2405.00,Xue Jiping,1.1,72,China,Cable,Telecom
2405.00,Prem Kumar Arora,1.1,84,India,Pharmaceuticals,Healthcare
2405.00,Giuliana Caprotti,1.1,82,Italy,Supermarkets,Food & Beverage
2405.00,Gabriel Escarrer,1.1,88,Spain,Hotels,Service
2405.00,Polys Haji-Ioannou,1.1,63,Cyprus,EasyJet,Service
2405.00,Sunjay Kapur,1.1,51,United States,Auto parts,Automotive
2405.00,Jeffrey Lorberbaum,1.1,68,United States,Flooring,Manufacturing
2405.00,Helena Revoredo,1.1,76,Spain,Security services,Service
2405.00,Vonnarat Tangkaravakoon,1.1,51,Thailand,"Wire & cables, paints",Manufacturing
2405.00,Xu Jiangnan,1.1,61,China,Vitamins,Healthcare
2405.00,Farkhad Akhmedov,1.1,67,Russia,Investments,Energy
2405.00,Cao Kejian,1.1,60,China,Air compressors,Manufacturing
2405.00,Henry Engelhardt,1.1,65,United States,Insurance,Finance & Investments
2405.00,Said Gutseriev,1.1,34,Russia,"Retail, investments",Energy
2405.00,Fumio Kaneko,1.1,66,Japan,Waste management,Service
2405.00,Lin Zhixiong & family,1.1,49,China,Medical devices,Healthcare
2405.00,Rao Wei & family,1.1,58,China,Pharmaceuticals,Healthcare
2405.00,Tang Aoqi & family,1.1,77,China,Auto parts,Automotive
2405.00,Xiu Laigui,1.1,68,China,Pharmaceuticals,Healthcare
2405.00,Hari Krishan Agarwal,1.1,66,India,Sports shoes,Fashion & Retail
2405.00,Cai Hongbin,1.1,N/A,China,Pharmaceuticals,Healthcare
2405.00,Shlomo Eliahu,1.1,87,Israel,Insurance,Finance & Investments
2405.00,Philip Green,1.1,N/A,United Kingdom,Fashion retail,Fashion & Retail
2405.00,Peter Kamprad,1.1,59,Sweden,IKEA,Finance & Investments
2405.00,Lin Zhijun,1.1,47,China,Medical devices,Healthcare
2405.00,Pu Zhongjie & family,1.1,60,China,Medical equipment,Healthcare
2405.00,Tan Yu Yeh,1.1,52,Malaysia,Retail,Fashion & Retail
2405.00,Wu Xiangdong,1.1,54,China,Consumer,Food & Beverage
2405.00,Zhuo Jun,1.1,57,Hong Kong,Printed circuit boards,Manufacturing
2405.00,Pradip Burman,1.1,80,India,Consumer goods,Food & Beverage
2405.00,Deng Yingzhong,1.1,72,China,Paper,Manufacturing
2405.00,Cristina Green,1.1,N/A,United Kingdom,Fashion retail,Fashion & Retail
2405.00,Mathias Kamprad,1.1,53,Sweden,IKEA,Finance & Investments
2405.00,Randolph Lerner,1.1,61,United States,"Banking, credit cards",Finance & Investments
2405.00,G.V. Prasad,1.1,62,India,Pharmaceuticals,Healthcare
2405.00,Min-Liang Tan,1.1,45,Singapore,Gaming,Media & Entertainment
2405.00,Wu Li-gann,1.1,82,Taiwan,Electronic components,Manufacturing
2405.00,Zhu Zhaojiang,1.1,49,China,Smartphones,Manufacturing
2405.00,Oleg Boyko,1.1,58,Russia,Diversified,Diversified
2405.00,Chen Xueling,1.1,55,China,Stationery,Manufacturing
2405.00,Donald Friese,1.1,82,United States,Manufacturing,Manufacturing
2405.00,Hiroshi Ishibashi,1.1,76,Japan,Tires,Automotive
2405.00,Arvind Lal,1.1,73,India,Medical diagnostics,Healthcare
2405.00,Dmitry Nikolaev,1.1,56,Russia,Coal,Energy
2405.00,Zachary Stern,1.1,41,United States,Liquor,Food & Beverage
2405.00,Lars Wingefors,1.1,46,Sweden,Video games,Media & Entertainment
2405.00,Zeng Chaolin,1.1,40,China,Aluminium,Metals & Mining
2405.00,Stephane Bonvin,1.1,56,Switzerland,Real estate,Real Estate
2405.00,Tony Chen,1.1,73,Taiwan,Electronics,Technology
2405.00,Bernd Freier,1.1,66,Germany,Fashion retail,Fashion & Retail
2405.00,Huang Xiaofen & family,1.1,61,China,Printed circuit boards,Technology
2405.00,Yogesh Kothari,1.1,74,India,Specialty chemicals,Manufacturing
2405.00,Suman Munjal,1.1,70,India,Motorcycles,Automotive
2405.00,Joseph Steinberg,1.1,79,United States,Investments,Finance & Investments
2405.00,Wang Han,1.1,35,China,Airline,Diversified
2405.00,Yu Faxiang,1.1,51,China,"Tourism, cultural industry",Media & Entertainment
2405.00,Ryan Breslow,1.1,28,United States,E-commerce software,Technology
2405.00,Cheng Lili,1.1,58,China,Poultry breeding,Food & Beverage
2405.00,Gan Zhongru,1.1,74,China,Pharmaceuticals,Healthcare
2405.00,Masayuki Ishihara,1.1,74,Japan,Pachinko machines,Gambling & Casinos
2405.00,Manuel Lao Hernández,1.1,78,Spain,Casinos,Gambling & Casinos
2405.00,Sjamsul Nursalim,1.1,81,Indonesia,"Tires, retail",Automotive
2405.00,Manny Stul,1.1,73,Australia,Toys,Manufacturing
2405.00,Allan Wong,1.1,73,Hong Kong,Electronics,Manufacturing
2405.00,Kapeng Zhang,1.1,58,China,Building materials,Construction & Engineering
2540.00,Edouard Carmignac,1,75,France,Asset management,Finance & Investments
2540.00,Feng Yuxia,1,58,China,Pharmaceuticals,Healthcare
2540.00,Hedda im Brahm-Droege,1,68,Germany,Investments,Finance & Investments
2540.00,Richard Kurtz,1,82,United States,Real estate,Real Estate
2540.00,Lu Yonghua & family,1,59,China,Electronics,Technology
2540.00,Toto Wolff,1,51,Austria,Sports,Sports
2540.00,Scott Smith,1,73,United States,Cloud computing,Technology
2540.00,Chang Kuo-Ming,1,N/A,Taiwan,Transportation,Logistics
2540.00,Benedicte Find,1,68,Denmark,Medical devices,Healthcare
2540.00,Inder Jaisinghani,1,70,India,Cables & wires,Manufacturing
2540.00,Lev Kvetnoi,1,57,Russia,Cement,Finance & Investments
2540.00,Ma Xiuhui,1,52,China,LED lighting,Manufacturing
2540.00,Petter Stordalen & family,1,60,Norway,Hotels,Service
2540.00,Franziska Wuerbser,1,35,Germany,Kitchen appliances,Manufacturing
2540.00,Lu Yonghua & family,1,59,China,Electronics,Technology
2540.00,Chen Jiancheng,1,64,China,Manufacturing,Manufacturing
2540.00,William Fisher,1,66,United States,Gap,Fashion & Retail
2540.00,LeBron James,1,38,United States,Basketball,Sports
2540.00,Michiel Le Roux,1,73,South Africa,Banking,Finance & Investments
2540.00,Apoorva Mehta,1,36,Canada,Grocery delivery service,Technology
2540.00,Ivan Streshinsky,1,53,Russia,"Metals, telecom",Diversified
2540.00,Xie Bingzheng & family,1,54,China,Apparel,Fashion & Retail
2540.00,Ma Xiuhui,1,52,China,LED lighting,Manufacturing
2540.00,Ludwig Theodor Braun,1,33,Germany,Medical technology,Healthcare
2540.00,Turgay Ciner,1,67,Turkey,Diversified,Diversified
2540.00,Hong Feng,1,46,China,Smartphones,Technology
2540.00,Ihor Kolomoyskyy,1,60,Israel,"Banking, investments",Diversified
2540.00,George Sakellaris,1,76,United States,Energy services,Energy
2540.00,Wang Jianfeng & family,1,53,China,Auto parts,Automotive
2540.00,Vera Rechulski Santo Domingo,1,74,Brazil,Beer,Food & Beverage
2540.00,Karl Friedrich Braun,1,40,Germany,Medical technology,Healthcare
2540.00,Pollyanna Chu,1,64,Hong Kong,"Financial services, property",Finance & Investments
2540.00,Ghan Djoe Hiang,1,79,Indonesia,Coal,Energy
2540.00,Kim Jung-woong,1,48,South Korea,Cosmetics,Fashion & Retail
2540.00,Vera Rechulski Santo Domingo,1,74,Brazil,Beer,Food & Beverage
2540.00,Wan Feng & family,1,54,China,Medical equipment,Healthcare
2540.00,Inigo Zobel,1,66,Philippines,Diversified,Diversified
2540.00,Réal Plourde,1,N/A,Canada,Convenience stores,Fashion & Retail
2540.00,Johanna Braun,1,43,Germany,Medical technology,Healthcare
2540.00,John Christodoulou,1,57,United Kingdom,Real estate,Real Estate
2540.00,He Yamin & family,1,66,China,Manufacturing,Manufacturing
2540.00,Muhammed Aziz Khan,1,68,Bangladesh,Power,Energy
2540.00,Réal Plourde,1,N/A,Canada,Convenience stores,Fashion & Retail
2540.00,Shigefumi Wada,1,70,Japan,Software,Technology
2540.00,Zhang Guiping & family,1,71,China,Real estate,Real Estate
2540.00,Tyler Perry,1,53,United States,"Movies, television",Media & Entertainment
2540.00,Anna Maria Braun,1,44,Germany,Medical technology,Healthcare
2540.00,Kochouseph Chittilappilly,1,72,India,Electrical appliances,Manufacturing
2540.00,Hang Hong,1,55,China,Machinery,Manufacturing
2540.00,Brad Keywell,1,53,United States,"Software, investments",Technology
2540.00,Tyler Perry,1,53,United States,"Movies, television",Media & Entertainment
2540.00,Murat Vargi,1,75,Turkey,Telecom,Telecom
2540.00,Zhang Gongyun,1,60,China,Tyre manufacturing machinery,Manufacturing
2540.00,Stanley Motta,1,77,Panama,Finance,Finance & Investments
2540.00,Ryuji Arai,1,76,Japan,Retail,Fashion & Retail
2540.00,Cheng Antares,1,65,Hong Kong,Liquor,Food & Beverage
2540.00,Stelios Haji-Ioannou,1,56,Cyprus,EasyJet,Service
2540.00,Ken Kendrick,1,79,United States,"Banking, sports team",Sports
2540.00,Stanley Motta,1,77,Panama,Finance,Finance & Investments
2540.00,Kenzo Tsujimoto,1,82,Japan,Video games,Media & Entertainment
2540.00,"Richard Yuengling, Jr.",1,80,United States,Beer,Food & Beverage
2540.00,Fulvio Montipò & family,1,78,Italy,Hydraulic pumps,Manufacturing
2540.00,Christian Angermayer,1,44,Germany,Investments,Finance & Investments
2540.00,Yuantai Chen,1,55,China,Batteries,Energy
2540.00,Clelia Haji-Ioannou,1,52,Cyprus,EasyJet,Service
2540.00,Marcelo Kalim,1,53,Brazil,Banking,Finance & Investments
2540.00,Fulvio Montipò & family,1,78,Italy,Hydraulic pumps,Manufacturing
2540.00,David Tran & family,1,77,United States,Hot sauce,Food & Beverage
2540.00,Yu Rong,1,51,China,Health clinics,Healthcare
2540.00,Andrei Molchanov,1,51,Russia,Construction materials,Construction & Engineering
2540.00,Manohar Lal Agarwal,1,68,India,Snacks,Food & Beverage
2540.00,Tianqiao Chen,1,49,China,Online games,Technology
2540.00,Sven Hagströmer,1,79,Sweden,Financial services,Finance & Investments
2540.00,Ashok Kajaria,1,75,India,Tiles,Manufacturing
2540.00,Loo Choon Yong,1,74,Singapore,Healthcare,Healthcare
2540.00,Andrei Molchanov,1,51,Russia,Construction materials,Construction & Engineering
2540.00,Haryanto Tjiptodihardjo,1,59,Indonesia,Manufacturing,Manufacturing
2540.00,Yi Xianzhong & family,1,63,China,Pharmaceuticals,Healthcare
2540.00,Ulrike Meister,1,56,Germany,Appliances,Manufacturing
2540.00,Chen Shiliang,1,59,China,Polyester,Manufacturing
2540.00,Jianming Geng,1,60,China,Real estate,Real Estate
2540.00,Morris Kahn,1,93,Israel,Software,Technology
2540.00,Liu Baolin,1,69,China,Pharmacies,Fashion & Retail
2540.00,Ulrike Meister,1,56,Germany,Appliances,Manufacturing
2540.00,Wijono Tanoko,1,70,Indonesia,Paints,Manufacturing
2540.00,Yan Junxu,1,53,China,Manufacturing,Manufacturing
2540.00,Gabriella Meister,1,N/A,Germany,Appliances,Manufacturing
2540.00,Rui Chen,1,45,China,Online entertainment,Media & Entertainment
2540.00,Gao Yunfeng,1,56,China,Industrial lasers,Manufacturing
2540.00,Johan Johannson,1,56,Norway,Grocery stores,Fashion & Retail
2540.00,Li Wanqiang,1,45,China,Smartphones,Technology
2540.00,Gabriella Meister,1,N/A,Germany,Appliances,Manufacturing
2540.00,Sergei Sudarikov,1,51,Russia,"Finance, development",Finance & Investments
2540.00,Xu Gang,1,59,China,Chemicals,Manufacturing
2540.00,Apoorva Mehta,1,36,Canada,Grocery delivery service,Technology
2540.00,Jimmy Buffett,1,76,United States,"Entertainment, Margaritaville",Media & Entertainment
2540.00,Mark Dixon,1,63,United Kingdom,Office real estate,Real Estate
2540.00,Hu Gengxi & family,1,59,China,Bio-Pharma,Healthcare
2540.00,Koo Bon-neung,1,74,South Korea,Electronics,Manufacturing
2540.00,Neerja Sethi,1,68,United States,"IT consulting, outsourcing",Technology
2540.00,V. Prem Watsa,1,72,Canada,"Insurance, investments",Finance & Investments
2540.00,Eddy Kusnadi Sariaatmadja,1,69,Indonesia,"Media, tech",Media & Entertainment
2540.00,Ana Maria Brescia Cafferata,1,98,Peru,"Mining, banking",Diversified
